Age,Job,Credit amount,Duration,Sex_female,Housing_free,Housing_own,Housing_rent,Saving accounts_Missing,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Risk
49,2,1038,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
35,2,8858,48,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
36,2,1275,24,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,False
21,1,6568,24,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
37,1,1344,24,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
30,3,5965,27,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
56,2,618,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
46,2,727,10,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,False
23,2,1444,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
37,2,3620,36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
48,1,2241,10,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,False
60,3,14782,60,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,True
37,2,2022,24,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
26,0,609,12,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
24,1,3021,24,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,False
35,1,4380,18,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False
27,1,1309,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
22,2,2828,24,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False
48,1,1795,18,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,False
43,1,1533,18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
47,2,5103,24,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
38,3,10623,30,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
26,2,1386,12,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True
54,3,4591,24,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,True
37,3,3399,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
50,1,1047,6,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False
37,2,7685,48,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True
44,2,1553,18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
31,2,1360,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
44,1,760,8,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
43,2,2899,18,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
21,2,3031,45,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,True
37,3,4712,24,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
28,2,1887,18,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
32,2,2273,36,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False
41,1,888,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
30,2,1620,12,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
27,1,2708,15,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
25,1,866,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
33,2,1414,8,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
20,2,1313,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
34,2,2578,24,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,False
54,3,3568,15,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,False
31,2,1393,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
41,2,2116,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
61,2,2012,12,1,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False
60,2,1940,24,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False
28,2,1323,6,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False
40,3,1977,36,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,True
28,2,1108,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True
45,2,1300,15,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
67,2,1169,6,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
39,3,3249,36,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
24,2,2569,39,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False
35,0,1549,9,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
36,2,700,6,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
32,2,6078,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
25,2,1206,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
25,1,1355,24,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
32,2,2978,24,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
34,2,1525,24,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False
24,2,932,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
32,2,2528,27,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
26,2,3114,18,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
66,3,1908,30,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
38,2,1240,12,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
52,2,717,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
22,2,1514,15,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,False
46,2,1829,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
49,1,640,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
54,2,7432,36,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,False
36,2,1542,12,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
24,2,9629,36,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
39,1,426,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
40,3,4623,15,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,True
23,2,8471,18,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False
27,2,3711,36,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False
37,3,12749,48,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False
45,2,7882,42,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
21,2,10144,60,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False
23,1,1246,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
28,2,3595,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
28,2,3617,12,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,False
21,2,886,12,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
24,1,1546,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,True
38,1,2171,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
27,2,2613,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False
27,2,1101,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
40,2,3001,18,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,False
37,2,2279,12,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
31,1,1521,10,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
33,2,1042,18,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
38,2,6681,48,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
24,2,2145,36,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
31,2,4817,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
25,2,14421,48,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
35,2,691,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
61,2,1239,18,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False
61,1,2767,21,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,True
28,1,6260,18,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,False
27,0,750,18,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
41,2,1503,12,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,False
40,1,701,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
57,1,1154,11,1,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False
41,2,3160,21,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
24,2,2124,18,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
66,1,766,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,True
35,3,6948,36,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,False
49,2,1126,9,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False
23,2,1216,18,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
24,1,2214,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
43,2,4042,24,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
27,2,1053,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
29,2,2896,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False
28,2,6199,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,True
29,2,7758,24,1,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,False
36,2,1372,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
31,2,6350,30,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,True
33,3,4439,18,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
23,2,15672,48,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
38,2,804,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
30,2,1602,21,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
52,3,6468,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
39,2,1473,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
26,3,5433,24,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False
36,3,1238,6,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False
26,2,2764,33,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
37,1,1922,12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
47,2,3017,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
24,2,1207,24,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
43,2,2625,16,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
40,1,684,12,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,True
22,2,1670,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
54,0,672,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
41,1,2580,21,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,True
27,3,6314,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False
23,1,3234,24,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
70,3,7308,10,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
23,1,2101,13,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
23,1,6229,36,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
24,2,3016,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
42,2,522,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False
26,2,1934,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
38,2,2751,48,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
61,2,1512,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,True
41,2,2503,30,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
37,2,1287,24,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False
37,2,12389,36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
34,3,1337,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
43,3,2442,27,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
64,2,1364,10,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
64,1,2384,24,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,False
36,2,2799,9,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,False
49,1,1445,18,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
34,1,1743,6,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,False
27,2,1347,10,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
53,2,4870,24,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
31,1,1736,12,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
38,2,754,12,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,False
37,2,3535,36,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
33,2,1478,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
36,2,6742,30,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
23,2,7127,36,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
22,1,806,15,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
51,2,2892,24,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
34,2,5800,36,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
25,2,3105,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
40,2,1386,15,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False
26,2,2404,18,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
37,2,3878,24,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False
22,2,3092,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,True
29,2,2743,28,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
50,2,1574,12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
25,2,1835,21,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
20,1,2718,24,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
33,3,4844,48,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True
60,1,1199,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
22,2,3973,14,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
29,3,2679,24,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
52,3,2133,12,1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
57,3,1231,24,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,False
36,2,2872,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False
42,2,2427,18,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,False
36,2,7297,60,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True
63,2,7596,30,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
30,3,14179,39,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
34,3,1501,9,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
34,1,3844,48,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,True
36,2,4042,42,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False
75,3,1374,6,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
38,3,7814,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
36,2,909,36,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,False
39,3,6458,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
53,2,2424,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
24,2,2788,15,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
46,2,697,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
46,3,2476,21,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
23,2,1534,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,True
28,2,1068,6,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
23,1,3573,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
32,1,1301,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
29,2,7166,42,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,False
22,2,2039,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
22,2,2483,24,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,False
20,2,3617,24,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,False
33,2,2058,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,False
58,1,1755,24,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,False
50,2,1559,24,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
31,2,3161,24,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True
37,2,10222,48,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
35,2,1381,24,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
50,2,2241,21,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
47,1,2538,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
25,3,8065,36,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
59,2,6416,48,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True
25,1,4736,24,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
65,2,930,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
34,3,2910,24,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
28,2,2278,18,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,True
26,3,4463,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
25,2,2394,36,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
54,2,2255,24,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
45,3,8588,39,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False
24,2,5743,24,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False
23,2,1200,12,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,False
58,2,1867,30,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
39,2,860,6,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
48,2,1024,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
63,2,6836,60,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
35,2,1680,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,False
28,2,1413,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
26,2,907,8,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
29,0,1193,24,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
42,2,2577,12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
25,2,3972,24,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,False
23,0,3758,24,1,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,False
34,2,2320,18,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
27,2,2463,24,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False
46,2,1343,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
40,2,7824,28,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,False
36,3,3275,21,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
33,2,3244,18,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
27,2,8613,27,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,False
34,2,1842,36,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
46,2,2611,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
24,2,2030,9,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,False
48,2,9277,24,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
26,2,1076,12,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
31,1,1546,10,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
29,2,1893,12,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
35,2,2141,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,False
27,2,7980,36,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,True
57,1,1264,12,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,False
30,3,2249,18,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,False
58,1,6143,48,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
26,1,3599,21,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,False
50,2,1537,15,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
26,3,10974,36,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
40,3,4297,18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
55,0,1190,18,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True
37,1,1274,12,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
31,3,2406,9,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
33,2,6403,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
45,1,1287,10,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,False
41,1,5954,42,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,False
31,2,1957,6,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
32,2,1552,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
27,1,937,24,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,False
60,2,2032,24,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
45,2,10875,36,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,False
42,2,5084,24,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,False
29,2,5179,36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
35,3,1050,6,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
23,2,3913,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,False
45,1,3049,18,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
47,2,8335,36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
22,2,1858,12,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,False
43,2,4843,12,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
35,3,3780,18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,False
