Age,Job,Credit amount,Duration,Sex_female,Housing_free,Housing_own,Housing_rent,Saving accounts_Missing,Saving accounts_little,Saving accounts_moderate,Saving accounts_quite rich,Saving accounts_rich,Purpose_business,Purpose_car,Purpose_domestic appliances,Purpose_education,Purpose_furniture/equipment,Purpose_radio/TV,Purpose_repairs,Purpose_vacation/others,Risk
22,2,741,12,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True
25,2,1371,24,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,True
34,1,11998,30,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True
49,2,8386,30,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
24,2,433,6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
66,3,1908,30,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
44,3,3384,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
22,2,1478,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
37,2,1819,36,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
25,3,8065,36,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
25,3,8065,36,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
23,2,1534,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,True
25,2,1882,18,1,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,True
44,2,10127,48,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True
26,1,4280,30,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,True
44,3,12579,24,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
30,3,5096,48,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
61,2,1512,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,True
44,2,10127,48,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True
43,2,4057,24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
32,1,1442,18,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
26,3,4463,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
47,2,8335,36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
53,3,7865,12,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
28,2,6199,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,True
27,2,10961,48,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,True
39,3,11938,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,True
55,2,6872,24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
37,2,12389,36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
37,2,12389,36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
43,2,4843,12,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
33,2,950,15,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
25,2,1835,21,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
27,2,1924,18,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,True
47,2,12612,36,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,True
23,2,448,6,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
25,2,1371,24,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,True
22,2,3092,24,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,True
24,2,2145,36,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
24,2,1275,15,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,True
36,2,884,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
43,2,4057,24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
24,2,1207,24,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
24,3,7408,60,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,True
28,3,3349,36,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
26,2,3414,21,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
68,3,14896,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
24,1,626,12,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
30,3,7174,42,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
23,1,1246,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
37,1,1922,12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
38,2,3914,48,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,True
34,2,6999,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
24,2,433,6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
37,2,7685,48,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True
37,2,12389,36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
23,2,1534,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,True
66,3,1908,30,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
33,2,950,15,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
39,3,6458,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
43,2,2625,16,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
38,3,12976,18,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
37,1,1344,24,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
53,3,7865,12,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
41,2,2712,36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
20,2,2039,18,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
42,2,3446,36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
26,0,1778,15,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
61,2,1512,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,True
23,2,7127,36,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
22,2,2462,18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
24,2,9629,36,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
32,2,1530,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
47,2,12612,36,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,True
39,3,3345,24,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
22,2,2039,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
59,2,6416,48,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True
32,2,1285,24,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,True
36,2,884,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
31,1,3108,30,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
29,2,6887,36,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
46,2,697,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
23,2,15672,48,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
60,3,14782,60,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,True
74,3,5129,9,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
27,2,8648,24,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
20,2,674,12,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,True
68,3,14896,6,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
47,2,8335,36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
49,2,8386,30,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
40,3,1977,36,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,True
22,2,741,12,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True
41,1,888,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
27,2,3123,24,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
23,2,1216,18,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
32,1,931,6,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,True
34,2,3965,42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
29,2,5179,36,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
74,3,5129,9,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
21,2,3031,45,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,True
23,2,7127,36,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
26,2,3114,18,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
24,2,1275,15,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,True
68,2,6761,18,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,True
66,1,766,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,True
26,2,3414,21,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
25,1,4736,24,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
31,2,1935,24,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
61,2,1512,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,True
27,2,3123,24,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
34,3,1501,9,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
28,2,6199,12,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,True
30,2,639,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True
36,2,884,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
61,2,1512,15,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,True
31,1,3108,30,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
30,3,1919,30,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,True
53,2,4870,24,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
43,2,2625,16,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
26,2,3114,18,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
24,1,11590,48,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,True
47,2,8335,36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
26,2,4370,42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
22,2,1670,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
22,2,1331,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
24,2,433,6,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,True
34,2,6999,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
32,2,1285,24,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,True
59,2,6416,48,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True
21,2,902,12,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,True
35,2,2397,24,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,True
34,2,1842,36,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
33,2,2319,21,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,True
23,2,4281,33,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,True
32,3,18424,48,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,True
26,1,4280,30,1,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,True
34,2,3965,42,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
24,2,1237,8,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
26,0,609,12,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
30,2,639,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True
33,2,1042,18,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
38,2,3914,48,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,True
25,2,1264,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,True
25,1,685,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
53,2,795,12,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
44,2,10127,48,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True
50,2,2671,36,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,True
37,2,12389,36,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
27,2,1924,18,1,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,True
35,2,1198,6,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
34,2,6999,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
24,2,1275,15,1,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,True
36,2,1372,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
60,2,2246,12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
40,1,1647,21,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
47,2,12612,36,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,True
27,3,1422,9,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
36,2,4165,18,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
29,1,1123,12,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,True
23,1,3234,24,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
25,2,1264,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,True
46,2,3931,48,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
41,1,888,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
29,3,11328,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,True
25,2,14421,48,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
30,3,4455,36,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
66,1,766,12,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,True
28,2,4113,24,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,True
45,3,8978,14,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
35,2,1198,6,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
40,3,1977,36,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,True
45,3,8978,14,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
29,0,1193,24,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
40,3,1358,24,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,True
32,2,1530,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
45,2,2303,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
23,2,2406,30,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
25,1,4746,45,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
33,2,2319,21,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,True
28,2,1108,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True
25,2,7855,36,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
22,2,1331,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
25,2,2969,12,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
34,1,3844,48,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,True
26,0,609,12,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
68,2,6761,18,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,True
43,2,2625,16,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
61,1,2767,21,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,True
23,2,4110,24,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
60,2,2246,12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
34,1,1837,24,1,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
48,2,1024,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
58,1,6143,48,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
25,1,4736,24,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
27,0,750,18,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
23,2,1845,45,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
31,2,3621,24,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,True
40,1,1647,21,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
43,2,2625,16,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
52,3,6468,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
23,2,15672,48,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
44,2,5943,24,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
29,2,3959,15,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
37,1,1274,12,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
33,2,1042,18,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
55,0,1190,18,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True
24,2,5595,72,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,True
43,2,2625,16,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
20,2,1282,12,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
28,3,9398,36,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
43,2,4057,24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
30,3,4455,36,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
36,1,4241,24,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
60,2,2246,12,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
48,2,1024,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
25,2,1371,24,1,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,True
23,2,4281,33,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,True
33,1,2579,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
28,2,4113,24,1,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,True
50,2,2671,36,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,True
29,2,6887,36,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
38,2,3914,48,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,True
23,2,1943,18,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True
24,2,2124,18,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
21,2,3031,45,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,True
34,3,1337,9,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
37,2,802,15,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
52,3,6468,12,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
30,3,1823,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
44,3,3384,6,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
23,1,3234,24,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
29,1,1123,12,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,True
45,2,2303,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
19,2,1980,9,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
48,2,1082,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
46,2,3931,48,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
55,2,1555,12,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,True
22,2,2462,18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
26,2,8229,36,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
30,3,7174,42,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
32,2,1938,24,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
44,2,5943,24,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
22,2,741,12,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,True
29,2,2149,12,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
30,2,639,12,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,True
44,2,10127,48,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True
38,2,3914,48,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,True
33,2,1042,18,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,True
46,2,1223,12,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
34,3,1501,9,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
50,2,2671,36,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,True
28,3,5234,30,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
50,2,5293,27,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,True
23,1,3234,24,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
27,2,7980,36,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,True
24,2,2124,18,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
47,2,12612,36,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,True
25,2,1264,15,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,True
25,2,1295,12,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
48,1,1240,10,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,True
28,2,3060,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
26,3,4463,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
33,2,950,15,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,True
25,1,685,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
34,2,6999,48,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
59,2,6416,48,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True
31,2,2775,18,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
37,2,1819,36,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
45,2,2303,24,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
30,3,7174,42,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,True
28,2,939,12,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,True
36,2,7297,60,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,True
54,2,3051,48,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,True
23,2,4281,33,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,True
26,3,4463,36,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
23,2,7127,36,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,True
42,2,4153,18,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
28,1,745,9,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,True
32,1,931,6,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,True
35,2,691,12,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
46,2,3931,48,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
43,2,4057,24,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,True
44,3,12579,24,1,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,True
34,3,1501,9,1,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,True
